# Master Index Workbench v2.0.0 (released 2026-07-12) — https://kr48vr.github.io/master-of-all-indices/
# Data license: CC BY-NC-SA 4.0 (compilation); individual values inherit source terms recorded in provenance
# A blank value is honest missing data (see the note column), never a zero.
city,measure_id,measure,area,subtheme,unit,direction,data_level,approx,value,year,source,note
Melbourne,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,35.7,2021,"ABS Census 2021 General Community Profile GCP_2GMEL.xlsx, sheet G01 'Selected person characteristics by sex', Greater Melbourne (GCCSA 2GMEL): Birthplace: Elsewhere = 1,755,627; Total persons = 4,917,","CONCEPT: born overseas ('Birthplace: Elsewhere'). Denominator = total persons including birthplace not stated (~4.4%), so this understates the share among stated responses (37.3%). OECD AUS02C ('Greater Melbourne', CITY "
Amsterdam,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,37.6,2025,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2: REF_AREA=NL001C (Amsterdam), TERRITORIAL_LEVEL=CITY, ORIGIN=FB, UNIT=PT_POP, 2025 = 37.6",CONCEPT: foreign-born share. FUA (NL001F) 2025 = 24.7 also available.
London,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,40.6,2021,"ONS Census 2021 table TS004 (Country of birth) via Nomis dataset NM_2024_1, geography E12000007 (London region = Greater London): Total usual residents 8,799,726; 'Europe: United Kingdom' 5,223,986; n","CONCEPT: born outside the UK, census usual residents. Geography: Greater London (region). OECD UK001C (CITY) 2021 = 35.4 (APS-based, lower) — ONS census used per task instruction."
New York,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,30.8,2024,"US Census Bureau ACS 2024 1-year, table B05012, New York-Newark-Jersey City, NY-NJ Metro Area (MSA 35620, GEO_ID 310M700US35620): B05012_003E (foreign-born) 6,143,359 / B05012_001E (total) 19,940,274 ","CONCEPT: foreign-born. Geography: metropolitan statistical area (Metro level). Fetched via data.census.gov table API because api.census.gov now requires an API key. OECD USA01 2023: CITY 30.5 / FUA 29.2 (cross-check, con"
Paris,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,22.7,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2: REF_AREA=FR001C (Paris), TERRITORIAL_LEVEL=CITY, ORIGIN=FB, UNIT=PT_POP, 2022 = 22.7","CONCEPT: foreign-born share. FUA (FR001F, ~Île-de-France functional area) 2022 = 20.3 also available."
Toronto,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,46.6,2021,"Statistics Canada Census 2021 Profile SDMX (STC_CP,DF_CMACA), DGUID 2021S0503535 (Toronto CMA): characteristic 1515 'Immigrants' 2,862,850 / characteristic 1513 'Total - Immigrant status...' 6,142,880","CONCEPT: 'immigrants' (foreign-born landed immigrants/permanent residents), population in private households, 25% sample data. EXCLUDES non-permanent residents (249,980 = 4.1%), who are also foreign-born — so total forei"
Berlin,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,24.9,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2: REF_AREA=DE001C (Berlin), TERRITORIAL_LEVEL=CITY, ORIGIN=FB, UNIT=PT_POP, 2022 = 24.9",CONCEPT: foreign-born share. Only 2021-2022 available for Germany. FUA (DE001F) 2022 = 20.5 also available.
Barcelona,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,27.3,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2: REF_AREA=ES002C (Barcelona), TERRITORIAL_LEVEL=CITY, ORIGIN=FB, UNIT=PT_POP, 2022 = 27.3",CONCEPT: foreign-born share. FUA (ES002F) 2022 = 21.2 also available.
Dubai,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,,n/a,"Multi-source stitch — lead: OECD 'Foreign-born population - Cities and FUAs' (OECD.CFE.EDS DSD_FUA_DEMO@DF_ORIGIN v1.2, gives shares directly as % of population); plus UN DESA International Migrant Stock 2024 (Singapore), US Census ACS 2024 1-year B05012 (NY, SF), ONS Census 2021 TS004 via Nomis (London), Statistics Canada Census 2021 Profile SDMX (Toronto), ABS Census 2021 General Community Profile G01 (Melbourne), Stadt Wien MA23/Statistik Austria table 5.2.6 (Vienna), Tokyo Metropolitan Government registration statistics (Tokyo), Korea MOIS 2024 Foreign Residents of Local Governments press release (Seoul)",Null per task instruction: no official foreign-born statistic is published for Dubai; the Emirati/non-Emirati nationality split is a different concept and was not used.
San Francisco,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,32.4,2024,"US Census Bureau ACS 2024 1-year, table B05012, San Francisco-Oakland-Fremont, CA Metro Area (MSA 41860, GEO_ID 310M700US41860): B05012_003E (foreign-born) 1,506,259 / B05012_001E (total) 4,648,486 = ","CONCEPT: foreign-born. Geography: metropolitan statistical area (Metro level; 2023 OMB delineation 'SF-Oakland-Fremont'). OECD USA05 2023: CITY 34.9 / FUA 34.2 — difference reflects boundary/vintage, ACS 2024 MSA used pe"
Stockholm,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,27.2,2024,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Stockholm (SE001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Oslo,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,28.1,2025,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Oslo (NO001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Helsinki,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,17.5,2024,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Helsinki (FI001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Madrid,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,22.7,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Madrid (ES001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Milan,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,15,2021,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Milano (IT002C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Rome,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,13.6,2021,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Roma (IT001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Munich,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,31.9,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Muenchen (DE003C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Frankfurt,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,35.5,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Frankfurt am Main (DE005C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Hamburg,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,24.6,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Hamburg (DE002C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Brussels,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,43.5,2021,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Bruxelles/Brussel (BE001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP); city-level (Brussels-Capital area per OECD city definition); FUA 2021 = 25.2"
Dublin,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,26.6,2022,CSO Census 2022 PxStat F1046 — Dublin city and suburbs settlement,"CONCEPT: born outside Ireland (foreign-born). 336,021 / 1,263,219 usual residents; CSO-published share 26.6%. OECD DF_ORIGIN has no FB data for IE001C, so national census used (city+suburbs settlement geography)"
Lisbon,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,17.3,2021,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Lisboa (PT001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Prague,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,15.5,2021,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Praha (CZ001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Warsaw,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,5.7,2021,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Warszawa (PL001C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP)"
Istanbul,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,,n/a,"Multi-source stitch — lead: OECD 'Foreign-born population - Cities and FUAs' (OECD.CFE.EDS DSD_FUA_DEMO@DF_ORIGIN v1.2, gives shares directly as % of population); plus UN DESA International Migrant Stock 2024 (Singapore), US Census ACS 2024 1-year B05012 (NY, SF), ONS Census 2021 TS004 via Nomis (London), Statistics Canada Census 2021 Profile SDMX (Toronto), ABS Census 2021 General Community Profile G01 (Melbourne), Stadt Wien MA23/Statistik Austria table 5.2.6 (Vienna), Tokyo Metropolitan Government registration statistics (Tokyo), Korea MOIS 2024 Foreign Residents of Local Governments press release (Seoul)",CONCEPT: null. OECD DF_ORIGIN has no FB rows for TR012C/F. TurkStat publishes no foreign-BORN statistic by province; its ADNKS 'foreign population' is foreign NATIONALS and explicitly excludes people under temporary protection (mo
Montreal,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,24.3,2021,"Statistics Canada Census 2021 Profile SDMX (STC_CP,DF_CMACA v1.3) — Montreal CMA (2021S0503462)","CONCEPT: immigrants (foreign-born landed immigrants; excludes non-permanent residents). 1,022,940 / 4,206,455 = 24.32%; same method as v1.0 Toronto"
Vancouver,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,41.8,2021,"Statistics Canada Census 2021 Profile SDMX (STC_CP,DF_CMACA v1.3) — Vancouver CMA (2021S0503933)","CONCEPT: immigrants (foreign-born landed immigrants; excludes non-permanent residents). 1,089,185 / 2,607,015 = 41.78%; same method as v1.0 Toronto"
Chicago,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,19.4,2024,"US Census Bureau ACS 2024 1-year B05012 — Chicago-Naperville-Elgin, IL-IN Metro Area (MSA 16980)","CONCEPT: foreign-born (B05012_003E/B05012_001E). 1,825,700 / 9,406,924 = 19.41%; metro geography"
Boston,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,20.7,2024,"US Census Bureau ACS 2024 1-year B05012 — Boston-Cambridge-Newton, MA-NH Metro Area (MSA 14460)","CONCEPT: foreign-born (B05012_003E/B05012_001E). 1,037,969 / 5,025,517 = 20.65%; metro geography"
Los Angeles,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,33.4,2024,"US Census Bureau ACS 2024 1-year B05012 — Los Angeles-Long Beach-Anaheim, CA Metro Area (MSA 31080)","CONCEPT: foreign-born (B05012_003E/B05012_001E). 4,318,347 / 12,927,614 = 33.40%; metro geography"
Seattle,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,22.1,2024,"US Census Bureau ACS 2024 1-year B05012 — Seattle-Tacoma-Bellevue, WA Metro Area (MSA 42660)","CONCEPT: foreign-born (B05012_003E/B05012_001E). 917,149 / 4,145,494 = 22.12%; metro geography"
Washington DC,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,24.7,2024,"US Census Bureau ACS 2024 1-year B05012 — Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (MSA 47900)","CONCEPT: foreign-born (B05012_003E/B05012_001E). 1,589,838 / 6,437,907 = 24.69%; metro geography"
Sydney,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,38.6,2021,ABS Census 2021 General Community Profile G01 — Greater Sydney (GCCSA 1GSYD),"CONCEPT: born overseas (Birthplace: Elsewhere, excl. not stated) / total persons incl. not stated. 2,021,079 / 5,231,147 = 38.64%; same method as v1.0 Melbourne. OECD CITY value for comparison: 41.7 (2021)"
Auckland,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,42.5,2023,"Stats NZ 2023 Census totals by topic (SA2, StatsNZGeospatial ArcGIS) aggregated to Auckland Region (Regional Council 2023)","CONCEPT: overseas-born / birthplace total incl. not-elsewhere-included. 703,416 / 1,656,468 = 42.46% (633 SA2s; 6 tiny suppressed cells). Cross-checked against Stats NZ place-summary category counts (sum 703,419) and tot"
Osaka,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,6.8,2025,"Osaka Prefecture, Basic Resident Register (Jumin Kihon Daicho) as of 2025-01-01 — Osaka City (Osaka-shi)","CONCEPT: foreign NATIONALS (registered residents), NOT foreign-born — same registry concept as v1.0 Tokyo. 189,281 (93,953 M + 95,328 F) / 2,778,917 = 6.81%; city-proper geography"
Tel Aviv,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,23.5,2022,"OECD DSD_FUA_DEMO@DF_ORIGIN v1.2 (OECD.CFE.EDS), CITY level — Tel Aviv-Yafo (ISR10C)","CONCEPT: foreign-born share of population (OECD ORIGIN=FB, PT_POP); city-level; FUA 2022 = 21.5"
Hong Kong,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,38.3,2021,"Born outside Hong Kong, 2021 Population Census (C&SD)","CONCEPT: place of birth — includes persons born in mainland China/Macao/Taiwan (29.9pp of the 38.3%); born elsewhere only 8.4pp. Main Results Table 3.6: (2,213,862+624,374)/7,413,070 = 38.29%. Interpretation differs shar"
Taipei,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,3.3,2025,"Foreign residents share, NIA valid-ARC holders in Taiwan, Dec 2025","CONCEPT: foreign NATIONALS with residence permits (like Tokyo/Seoul), not foreign-born. NIA 外僑居留人數統計表 11412: Taipei City 84,362 currently-in-Taiwan valid ARC holders; ÷ (2,439,507 household-registered population end-Dec "
Bangkok,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,,n/a,"Multi-source stitch — lead: OECD 'Foreign-born population - Cities and FUAs' (OECD.CFE.EDS DSD_FUA_DEMO@DF_ORIGIN v1.2, gives shares directly as % of population); plus UN DESA International Migrant Stock 2024 (Singapore), US Census ACS 2024 1-year B05012 (NY, SF), ONS Census 2021 TS004 via Nomis (London), Statistics Canada Census 2021 Profile SDMX (Toronto), ABS Census 2021 General Community Profile G01 (Melbourne), Stadt Wien MA23/Statistik Austria table 5.2.6 (Vienna), Tokyo Metropolitan Government registration statistics (Tokyo), Korea MOIS 2024 Foreign Residents of Local Governments press release (Seoul)",Thailand NSO's 2020 census counted non-Thai nationals but no verifiable official Bangkok-level share was fetchable; left null rather than estimated.
Kuala Lumpur,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,13.1,2025,"Non-citizens share of population, DOSM current population estimates 2025","CONCEPT: NON-CITIZENS (nationality), not foreign-born. OpenDOSM population_state: W.P. Kuala Lumpur 2025 non-citizens 270.7k / 2,074.1k = 13.05% -> 13.1. Note DOSM rebased non-citizen estimates in the 2024/2025 vintages "
Jakarta,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,,n/a,"Multi-source stitch — lead: OECD 'Foreign-born population - Cities and FUAs' (OECD.CFE.EDS DSD_FUA_DEMO@DF_ORIGIN v1.2, gives shares directly as % of population); plus UN DESA International Migrant Stock 2024 (Singapore), US Census ACS 2024 1-year B05012 (NY, SF), ONS Census 2021 TS004 via Nomis (London), Statistics Canada Census 2021 Profile SDMX (Toronto), ABS Census 2021 General Community Profile G01 (Melbourne), Stadt Wien MA23/Statistik Austria table 5.2.6 (Vienna), Tokyo Metropolitan Government registration statistics (Tokyo), Korea MOIS 2024 Foreign Residents of Local Governments press release (Seoul)",BPS publishes no city-level foreign-born or registered-foreigner share for Jakarta; left null.
Manila,TAL-06,International openness,Talent,Attractiveness,%,higher,Metro,none,,n/a,"Multi-source stitch — lead: OECD 'Foreign-born population - Cities and FUAs' (OECD.CFE.EDS DSD_FUA_DEMO@DF_ORIGIN v1.2, gives shares directly as % of population); plus UN DESA International Migrant Stock 2024 (Singapore), US Census ACS 2024 1-year B05012 (NY, SF), ONS Census 2021 TS004 via Nomis (London), Statistics Canada Census 2021 Profile SDMX (Toronto), ABS Census 2021 General Community Profile G01 (Melbourne), Stadt Wien MA23/Statistik Austria table 5.2.6 (Vienna), Tokyo Metropolitan Government registration statistics (Tokyo), Korea MOIS 2024 Foreign Residents of Local Governments press release (Seoul)",PSA census does not publish a usable city/metro foreign-born share; left null.
